gouvernement	O	I-NOM_ORG	O	O
de	O	I-NOM_ORG	O	O
la	B-PROP_GPE	I-NOM_ORG	O	O
France	I-PROP_GPE	I-NOM_ORG	O	O
;	O	O	O	O
elle	B-PRON_PER	O	O	O
a	O	O	O	O
refusé	O	O	O	O
seulement	O	O	O	O
de	O	O	O	O
leur	B-PRON_PER	O	O	O
livrer	O	O	O	O
son	B-PRON_PER	O	O	O
âme	O	O	O	O
,	O	O	O	O
de	O	O	O	O
trahir	O	O	O	O
pour	O	O	O	O
eux	B-PRON_PER	O	O	O
ses	B-NOM_PER	O	O	O
amis	I-NOM_PER	O	O	O
et	O	O	O	O
sa	B-PRON_PER	O	O	O
cause	O	O	O	O
,	O	O	O	O
cette	O	O	O	O
cause	O	O	O	O
qui	O	O	O	O
lui	B-PRON_PER	O	O	O
semblait	O	O	O	O
celle	O	O	O	O
de	O	O	O	O
la	O	O	O	O
religion	O	O	O	O
et	O	O	O	O
de	O	O	O	O
la	O	O	O	O
vertu	O	O	O	O
.	O	O	O	O

Son	B-PRON_PER	O
grand	O	O
cœur	O	O
,	O	O
qu	O	O
’	O	O
animait	O	O
une	O	O
flamme	O	O
héroïque	O	O
et	O	O
que	O	O
servaient	O	O
une	O	O
merveilleuse	O	O
beauté	O	O
et	O	O
un	O	O
esprit	O	O
adorable	O	O
,	O	O
toujours	O	O
contenu	O	O
par	O	O
la	O	O
dignité	O	O
et	O	O
la	O	O
pudeur	O	O
,	O	O
a	O	O
paru	O	O
surtout	O	O
dans	O	O
ses	B-PRON_PER	O
sacrifices	O	O
.	O	O

Après	O	O	O	O
avoir	O	O	O	O
été	O	O	O	O
la	O	B-NOM_PER	O	O
favorite	O	I-NOM_PER	O	O
d	O	I-NOM_PER	O	O
’	O	I-NOM_PER	O	O
un	B-NOM_PER	I-NOM_PER	O	O
roi	I-NOM_PER	I-NOM_PER	O	O
,	O	O	O	O
l	O	B-NOM_PER	O	O
’	O	I-NOM_PER	O	O
amie	O	I-NOM_PER	O	O
d	O	I-NOM_PER	O	O
’	O	I-NOM_PER	O	O
une	B-NOM_PER	I-NOM_PER	O	O
reine	I-NOM_PER	I-NOM_PER	O	O
,	O	O	O	O
l	O	B-NOM_PER	O	O
’	O	I-NOM_PER	O	O
idole	O	I-NOM_PER	O	O
de	O	I-NOM_PER	O	O
la	O	I-NOM_PER	O	O
cour	O	I-NOM_PER	O	O
la	O	I-NOM_PER	O	O
plus	O	I-NOM_PER	O	O
brillante	O	I-NOM_PER	O	O
de	O	I-NOM_PER	O	O
l	B-NOM_LOC	I-NOM_PER	O	O
’	I-NOM_LOC	I-NOM_PER	O	O
univers	I-NOM_LOC	I-NOM_PER	O	O
,	O	O	O	O
dès	O	O	O	O
que	O	O	O	O
le	O	O	O	O
devoir	O	O	O	O
a	O	O	O	O
parlé	O	O	O	O
,	O	O	O	O
elle	B-PRON_PER	O	O	O
a	O	O	O	O
été	O	O	O	O
au	O	O	O	O
-	O	O	O	O
devant	O	O	O	O
de	O	O	O	O
la	O	O	O	O
disgrâce	O	O	O	O
,	O	O	O	O
elle	B-PRON_PER	O	O	O
s	O	O	O	O
’	O	O	O	O
est	O	O	O	O
retirée	O	O	O	O
du	O	O	O	O
monde	O	O	O	O
,	O	O	O	O
elle	B-PRON_PER	O	O	O
a	O	O	O	O
caché	O	O	O	O
et	O	O	O	O
comme	O	O	O	O
enseveli	O	O	O	O
sous	O	O	O	O
les	O	O	O	O
voiles	O	O	O	O
et	O	O	O	O
dans	O	O	O	O
l	O	O	O	O
’	O	O	O	O
ombre	O	O	O	O
de	O	O	O	O
la	O	O	O	O
vertu	O	O	O	O
les	O	O	O	O
dons	O	O	O	O
les	O	O	O	O
plus	O	O	O	O
rares	O	O	O	O
que	O	O	O	O
Dieu	B-PROP_PER	O	O	O
ait	O	O	O	O
jamais	O	O	O	O
départis	O	O	O	O
à	O	O	O	O
une	B-NOM_PER	O	O	O
créature	I-NOM_PER	O	O	O
humaine	I-NOM_PER	O	O	O
.	O	O	O	O

Elle	B-PRON_PER	O	O	O
n	O	O	O	O
’	O	O	O	O
a	O	O	O	O
point	O	O	O	O
laissé	O	O	O	O
de	O	O	O	O
nom	O	O	O	O
dans	O	O	O	O
l	O	O	O	O
’	O	O	O	O
histoire	O	O	O	O
,	O	O	O	O
et	O	O	O	O
nous	B-PRON_METALEPSE	O	O	O
qui	B-PRON_METALEPSE	O	O	O
entreprenons	O	O	O	O
de	O	O	O	O
la	B-PRON_PER	O	O	O
disputer	O	O	O	O
à	O	O	O	O
l	O	O	O	O
’	O	O	O	O
oubli	O	O	O	O
,	O	O	O	O
si	O	O	O	O
nous	B-PRON_METALEPSE	O	O	O
la	B-PRON_PER	O	O	O
mettons	O	O	O	O
à	O	O	O	O
côté	O	O	O	O
de	O	O	O	O
Mme	B-PROP_PER	O	O	O
de	I-PROP_PER	O	O	O
Chevreuse	I-PROP_PER	O	O	O
,	O	O	O	O
ce	O	O	O	O
n	O	O	O	O
’	O	O	O	O
est	O	O	O	O
pas	O	O	O	O
un	O	O	O	O
parallèle	O	O	O	O
,	O	O	O	O
c	O	O	O	O
’	O	O	O	O
est	O	O	O	O
bien	O	O	O	O
plutôt	O	O	O	O
un	O	O	O	O
contraste	O	O	O	O
que	O	O	O	O
nous	B-PRON_METALEPSE	O	O	O
voulons	O	O	O	O
établir	O	O	O	O
,	O	O	O	O
pour	O	O	O	O
faire	O	O	O	O
paraître	O	O	O	O
sous	O	O	O	O
ses	B-PRON_PER	O	O	O
aspects	O	O	O	O
les	O	O	O	O
plus	O	O	O	O
divers	O	O	O	O
la	O	O	O	O
grandeur	O	O	O	O
de	O	O	O	O
la	O	B-NOM_PER	O	O
femme	O	I-NOM_PER	O	O
au	B-NOM_TIME	I-NOM_PER	O	O
XVIIe	I-NOM_TIME	I-NOM_PER	O	O
siècle	I-NOM_TIME	I-NOM_PER	O	O
,	O	O	O	O
comme	O	O	O	O
aussi	O	O	O	O
,	O	O	O	O
nous	B-PRON_METALEPSE	O	O	O
l	O	O	O	O
’	O	O	O	O
avouons	O	O	O	O
,	O	O	O	O
avec	O	O	O	O
le	O	O	O	O
désir	O	O	O	O
et	O	O	O	O
l	O	O	O	O
’	O	O	O	O
incertaine	O	O	O	O
espérance	O	O	O	O
d	O	O	O	O
’	O	O	O	O
intéresser	O	O	O	O
à	O	O	O	O
cette	O	O	O	O
fière	O	O	O	O
et	O	O	O	O
chaste	O	O	O	O
mémoire	O	O	O	O
quelques	O	O	O	O
âmes	O	O	O	O
d	O	O	O	O
’	O	O	O	O
élite	O	O	O	O
çà	O	O	O	O
et	O	O	O	O
là	O	O	O	O
dispersées	O	O	O	O
.	O	O	O	O

I	O	O	O	O
Marie	B-PROP_PER	O	O	O
de	I-PROP_PER	O	O	O
Hautefort	I-PROP_PER	O	O	O
naquit	O	O	O	O
le	B-NOM_TIME	O	O	O
5	I-NOM_TIME	O	O	O
février	I-NOM_TIME	O	O	O
1616	I-NOM_TIME	O	O	O
,	O	O	O	O
dans	O	O	O	O
un	O	B-NOM_FAC	O	O
vieux	O	I-NOM_FAC	O	O
château	O	I-NOM_FAC	O	O
féodal	O	I-NOM_FAC	O	O
du	B-PROP_GPE	I-NOM_FAC	O	O
Périgord	I-PROP_GPE	I-NOM_FAC	O	O
,	O	O	O	O
qui	B-PRON_FAC	O	O	O
tour	O	O	O	O
à	O	O	O	O
tour	O	O	O	O
appartint	O	O	O	O
à	O	O	O	O
Gui	B-PROP_PER	O	O	O
le	I-PROP_PER	O	O	O
Noir	I-PROP_PER	O	O	O
,	O	O	O	O
à	O	O	O	O
Lastours	B-PROP_PER	O	O	O
,	O	O	O	O
dit	O	O	O	O
le	O	O	O	O
Grand	O	O	O	O
pour	O	O	O	O
ses	B-PRON_PER	O	O	O
exploits	O	O	O	O
dans	O	O	O	O
les	B-NOM_HIST	O	O	O
croisades	I-NOM_HIST	O	O	O
,	O	O	O	O
au	B-NOM_PER	O	O	O
fameux	I-NOM_PER	O	O	O
poète	I-NOM_PER	O	O	O
guerrier	I-NOM_PER	O	O	O
Bertrand	I-NOM_PER	O	O	O
de	I-NOM_PER	O	O	O
Born	I-NOM_PER	O	O	O
,	O	O	O	O
à	O	O	O	O
Pierre	B-PROP_PER	O	O	O
de	I-PROP_PER	O	O	O
Gontaut	I-PROP_PER	O	O	O
,	O	O	O	O
et	O	O	O	O
à	O	O	O	O
d	O	B-NOM_PER	O	O
’	O	I-NOM_PER	O	O
autres	O	I-NOM_PER	O	O
personnages	O	I-NOM_PER	O	O
illustres	O	I-NOM_PER	O	O
du	B-NOM_TIME	I-NOM_PER	O	O
moyen	I-NOM_TIME	I-NOM_PER	O	O
âge	I-NOM_TIME	I-NOM_PER	O	O
,	O	O	O	O
qui	B-PRON_FAC	O	O	O
servit	O	O	O	O
souvent	O	O	O	O
de	O	O	O	O
rempart	O	O	O	O
contre	O	O	O	O
les	O	O	O	O
incursions	O	O	O	O
de	O	O	O	O
l	O	O	O	O
’	O	O	O	O
ennemi	O	O	O	O
dans	O	O	O	O
les	O	O	B-NOM_HIST	O
guerres	O	O	I-NOM_HIST	O
des	B-NOM_PER	O	I-NOM_HIST	O
Anglais	I-NOM_PER	O	I-NOM_HIST	O
au	O	B-NOM_TIME	I-NOM_HIST	O
XVe	O	I-NOM_TIME	I-NOM_HIST	O
et	O	I-NOM_TIME	I-NOM_HIST	O
au	B-NOM_TIME	I-NOM_TIME	I-NOM_HIST	O
XVIe	I-NOM_TIME	I-NOM_TIME	I-NOM_HIST	O
siècle	I-NOM_TIME	I-NOM_TIME	I-NOM_HIST	O
,	O	O	O	O
et	O	O	O	O
depuis	O	O	O	O
est	O	O	O	O
devenu	O	O	O	O
une	B-NOM_FAC	O	O	O
grande	I-NOM_FAC	O	O	O
et	I-NOM_FAC	O	O	O
noble	I-NOM_FAC	O	O	O
résidence	I-NOM_FAC	O	O	O
,	O	O	O	O
diminuée	O	O	O	O
aujourd	B-NOM_TIME	O	O	O
’	I-NOM_TIME	O	O	O
hui	I-NOM_TIME	O	O	O
,	O	O	O	O
mais	O	O	O	O
encore	O	O	O	O
fort	O	O	O	O
bien	O	O	O	O
conservée	O	O	O	O
,	O	O	O	O
et	O	O	O	O
surtout	O	O	O	O
très	O	O	O	O
dignement	O	O	O	O
habitée	O	O	O	O
.	O	O	O	O

Marie	B-PROP_PER	O	O	O
était	O	O	O	O
le	O	B-NOM_PER	O	O
dernier	O	I-NOM_PER	O	O
enfant	O	I-NOM_PER	O	O
du	B-NOM_PER	I-NOM_PER	O	O
marquis	I-NOM_PER	I-NOM_PER	O	O
Charles	I-NOM_PER	I-NOM_PER	O	O
de	I-NOM_PER	I-NOM_PER	O	O
Hautefort	I-NOM_PER	I-NOM_PER	O	O
,	O	O	O	O
maréchal	O	O	B-NOM_PER	O
de	O	O	I-NOM_PER	O
camp	O	O	I-NOM_PER	O
des	O	B-NOM_ORG	I-NOM_PER	O
armées	O	I-NOM_ORG	I-NOM_PER	O
du	B-NOM_PER	I-NOM_ORG	I-NOM_PER	O
roi	I-NOM_PER	I-NOM_ORG	I-NOM_PER	O
et	O	O	O	O
gentilhomme	O	B-NOM_PER	O	O
ordinaire	O	I-NOM_PER	O	O
de	O	I-NOM_PER	O	O
sa	B-NOM_FAC	I-NOM_PER	O	O
chambre	I-NOM_FAC	I-NOM_PER	O	O
.	O	O	O	O

Il	B-PRON_PER	O
avait	O	O
épousé	O	O
Renée	B-PROP_PER	O
de	I-PROP_PER	O
Bellay	I-PROP_PER	O
,	O	O
de	O	O
l	B-NOM_FAC	O
’	I-NOM_FAC	O
ancienne	I-NOM_FAC	O
maison	I-NOM_FAC	O
de	I-NOM_FAC	O
La	I-NOM_FAC	O
Flotte	I-NOM_FAC	O
Hauterive	I-NOM_FAC	O
,	O	O
et	O	O
de	O	O
ce	O	O
mariage	O	O
étaient	O	O
sortis	O	O
deux	B-NOM_PER	O
fils	I-NOM_PER	O
et	O	O
quatre	B-NOM_PER	O
filles	I-NOM_PER	O
.	O	O

Le	B-NOM_PER	O	O	O
fils	I-NOM_PER	O	O	O
aîné	I-NOM_PER	O	O	O
,	O	O	O	O
Jacques	B-PROP_PER	O	O	O
-	I-PROP_PER	O	O	O
François	I-PROP_PER	O	O	O
,	O	O	O	O
devint	O	O	O	O
lieutenant	B-NOM_PER	O	O	O
-	I-NOM_PER	O	O	O
général	I-NOM_PER	O	O	O
,	O	O	O	O
premier	O	B-NOM_PER	O	O
écuyer	O	I-NOM_PER	O	O
de	O	I-NOM_PER	O	O
la	B-NOM_PER	I-NOM_PER	O	O
reine	I-NOM_PER	I-NOM_PER	O	O
chevalier	O	B-NOM_PER	O	O
des	O	I-NOM_PER	O	O
ordres	O	I-NOM_PER	O	O
du	O	I-NOM_PER	O	O
roi	O	I-NOM_PER	O	O
,	O	O	O	O
fameux	O	O	O	O
à	O	O	O	O
la	O	O	O	O
fois	O	O	O	O
par	O	O	O	O
sa	B-PRON_PER	O	O	O
parcimonie	O	O	O	O
pendant	O	O	O	O
sa	B-PRON_PER	O	O	O
vie	O	O	O	O
et	O	O	O	O
ses	B-PRON_PER	O	O	O
largesses	O	O	O	O
après	O	O	O	O
sa	B-PRON_PER	O	O	O
mort	O	O	O	O
.	O	O	O	O

Ne	O	O
s	O	O
’	O	O
étant	O	O
pas	O	O
marié	O	O
,	O	O
il	B-PRON_PER	O
laissa	O	O
son	B-PRON_PER	O
titre	O	O
,	O	O
ainsi	O	O
que	O	O
sa	B-PRON_PER	O
charge	O	O
de	O	O
premier	O	O
écuyer	O	O
de	O	O
la	B-NOM_PER	O
reine	I-NOM_PER	O
,	O	O
à	O	O
son	B-NOM_PER	O
cadet	I-NOM_PER	O
Gilles	I-NOM_PER	O
de	I-NOM_PER	O
Hautefort	I-NOM_PER	O
,	O	O
longtemps	O	O
connu	O	O
sous	O	O
le	O	O
nom	O	O
de	O	O
comte	B-NOM_PER	O
de	I-NOM_PER	O
Montignac	I-NOM_PER	O
,	O	O
qui	B-PRON_PER	O
suivit	O	O
avec	O	O
succès	O	O
la	O	O
carrière	O	O
des	O	O
armes	O	O
,	O	O
et	O	O
parvint	O	O
aussi	O	O
au	O	O
grade	O	O
de	O	O
lieutenant	O	O
-	O	O
général	O	O
.	O	O

C	B-PRON_PER	O
’	O	O
est	O	O
lui	B-PRON_PER	O
qui	B-PRON_PER	O
a	O	O
continué	O	O
la	B-NOM_PER	O
famille	I-NOM_PER	O
;	O	O
il	B-PRON_PER	O
épousa	O	O
en	O	O
1650	B-NOM_TIME	O
Marthe	B-PROP_PER	O
d	I-PROP_PER	O
’	I-PROP_PER	O
Estourmel	I-PROP_PER	O
,	O	O
dont	B-PRON_PER	O
il	B-PRON_PER	O
eut	O	O
de	O	O
nombreux	B-NOM_PER	O
enfans	I-NOM_PER	O
,	O	O
et	O	O
mourut	O	O
en	O	O
décembre	B-NOM_TIME	O
1693	I-NOM_TIME	O
,	O	O
âgé	O	O
de	O	O
quatre	B-NOM_TIME	O
-	I-NOM_TIME	O
vingt	I-NOM_TIME	O
-	I-NOM_TIME	O
un	I-NOM_TIME	O
ans	I-NOM_TIME	O
.	O	O

Des	B-NOM_PER	O
quatre	I-NOM_PER	O
filles	I-NOM_PER	O
,	O	O
les	B-NOM_PER	O
deux	I-NOM_PER	O
premières	I-NOM_PER	O
s	O	O
’	O	O
éteignirent	O	O
fort	O	O
jeunes	O	O
et	O	O
n	O	O
’	O	O
ont	O	O
pas	O	O
laissé	O	O
de	O	O
trace	O	O
.	O	O

La	B-NOM_PER	O
troisième	I-NOM_PER	O
au	O	O
contraire	O	O
,	O	O
née	O	O
en	O	O
1610	B-NOM_TIME	O
,	O	O
prolongea	O	O
sa	B-PRON_PER	O
vie	O	O
jusqu	O	O
’	O	O
en	O	O
1712	B-NOM_TIME	O
;	O	O
on	O	O
l	B-PRON_PER	O
’	O	O
appelait	O	O
mademoiselle	B-NOM_PER	O
d	I-NOM_PER	O
’	I-NOM_PER	O
Escars	I-NOM_PER	O
.	O	O

En	O	O
1653	B-NOM_TIME	O
,	O	O
elle	B-PRON_PER	O
fut	O	O
mariée	O	O
à	O	O
François	B-PROP_PER	O
de	I-PROP_PER	O
Choiseul	I-PROP_PER	O
,	O	O
marquis	O	O
de	O	O
Praslin	O	O
,	O	O
fils	O	O
du	O	O
premier	O	O
maréchal	O	O
de	O	O
ce	O	O
nom	O	O
:	O	O
elle	B-PRON_PER	O
ne	O	O
manquait	O	O
ni	O	O
de	O	O
beauté	O	O
ni	O	O
d	O	O
’	O	O
esprit	O	O
,	O	O
mais	O	O
la	O	O
figure	O	O
qu	O	O
’	O	O
elle	B-PRON_PER	O
fit	O	O
dans	O	O
le	O	O
monde	O	O
ainsi	O	O
que	O	O
ses	B-NOM_PER	O
deux	I-NOM_PER	O
frères	I-NOM_PER	O
,	O	O
ils	B-PRON_PER	O
la	O	O
devaient	O	O
surtout	O	O
à	O	O
l	O	O
’	O	O
éclat	O	O
que	O	O
jeta	O	O
de	O	O
bonne	O	O
heure	O	O
et	O	O
à	O	O
la	O	O
haute	O	O
renommée	O	O
que	O	O
garda	O	O
toute	O	O
sa	B-PRON_PER	O
vie	O	O
leur	B-PRON_PER	O
sœur	O	O
cadette	O	O
Marie	B-PROP_PER	O
de	I-PROP_PER	O
Hautefort	I-PROP_PER	O
.	O	O

Celle	B-NOM_PER	O	O	O
-	I-NOM_PER	O	O	O
ci	I-NOM_PER	O	O	O
était	O	O	O	O
à	O	O	O	O
peine	O	O	O	O
née	O	O	O	O
quand	O	O	O	O
mourut	O	O	O	O
son	B-PRON_PER	B-NOM_PER	O	O
père	O	I-NOM_PER	O	O
,	O	O	O	O
que	O	O	O	O
sa	B-PRON_PER	B-NOM_PER	O	O
mère	O	I-NOM_PER	O	O
suivit	O	O	O	O
bientôt	O	O	O	O
,	O	O	O	O
en	O	O	O	O
sorte	O	O	O	O
qu	O	O	O	O
’	O	O	O	O
elle	B-PRON_PER	O	O	O
resta	O	O	O	O
en	O	O	O	O
très	O	O	O	O
bas	O	O	O	O
âge	O	O	O	O
,	O	O	O	O
et	O	O	O	O
presque	O	O	O	O
sans	O	O	O	O
biens	O	O	O	O
,	O	O	O	O
confiée	O	O	O	O
aux	O	O	O	O
soins	O	O	O	O
de	O	O	O	O
sa	B-PRON_PER	B-NOM_PER	O	O
grand	O	I-NOM_PER	O	O
mère	O	I-NOM_PER	O	O
,	O	O	O	O
Mme	B-PROP_PER	O	O	O
de	I-PROP_PER	O	O	O
La	I-PROP_PER	O	O	O
Flotte	I-PROP_PER	O	O	O
Hauterive	I-PROP_PER	O	O	O
.	O	O	O	O

Ses	B-NOM_TIME	O
premières	I-NOM_TIME	O
années	I-NOM_TIME	O
s	O	O
’	O	O
écoulèrent	O	O
dans	O	O
l	O	O
’	O	O
obscurité	O	O
et	O	O
la	O	O
monotonie	O	O
de	O	O
la	O	O
vie	O	O
de	O	O
province	B-NOM_LOC	O
.	O	O

La	B-NOM_PER	O
jeune	I-NOM_PER	O
fille	I-NOM_PER	O
,	O	O
qui	B-PRON_PER	O
promettait	O	O
d	O	O
’	O	O
être	O	O
belle	O	O
et	O	O
spirituelle	O	O
,	O	O
ne	O	O
tarda	O	O
pas	O	O
à	O	O
s	O	O
’	O	O
y	B-PRON_LOC	O
ennuyer	O	O
.	O	O

Souvent	O	O
,	O	O
chez	O	O
Mme	B-PROP_PER	O
de	I-PROP_PER	O
La	I-PROP_PER	O
Flotte	I-PROP_PER	O
,	O	O
elle	B-PRON_PER	O
entendait	O	O
parler	O	O
de	O	O
la	B-NOM_ORG	O
cour	I-NOM_ORG	O
,	O	O
de	O	O
cette	O	O
cour	O	O
brillante	O	O
et	O	O
agitée	O	O
vers	O	O
laquelle	B-PRON_ORG	O
étaient	O	O
tournés	O	O
tous	O	O
les	O	O
regards	O	O
,	O	O
et	O	O
où	B-PRON_ORG	O
se	O	O
décidaient	O	O
les	O	O
destinées	O	O
de	O	O
la	B-PROP_GPE	O
France	I-PROP_GPE	O
.	O	O

Elle	B-PRON_PER	O	O	O
aussi	O	O	O	O
elle	B-PRON_PER	O	O	O
se	O	O	O	O
sentit	O	O	O	O
appelée	O	O	O	O
à	O	O	O	O
y	B-PRON_ORG	O	O	O
jouer	O	O	O	O
un	O	O	O	O
rôle	O	O	O	O
,	O	O	O	O
et	O	O	O	O
depuis	O	O	O	O
elle	B-PRON_PER	O	O	O
racontait	O	O	O	O
plaisamment	O	O	O	O
qu	O	O	O	O
’	O	O	O	O
à	O	O	O	O
douze	O	B-NOM_TIME	O	O
ou	O	I-NOM_TIME	O	O
treize	B-NOM_TIME	I-NOM_TIME	O	O
ans	I-NOM_TIME	I-NOM_TIME	O	O
,	O	O	O	O
unissant	O	O	O	O
déjà	O	O	O	O
la	O	O	O	O
plus	O	O	O	O
sincère	O	O	O	O
piété	O	O	O	O
à	O	O	O	O
cette	O	O	O	O
ardeur	O	O	O	O
de	O	O	O	O
l	O	O	O	O
’	O	O	O	O
âme	O	O	O	O
qu	O	O	O	O
’	O	O	O	O
on	O	O	O	O
appelle	O	O	O	O
l	O	O	O	O
’	O	O	O	O
ambition	O	O	O	O
,	O	O	O	O
elle	B-PRON_PER	O	O	O
s	O	O	O	O
’	O	O	O	O
enfermait	O	O	O	O
dans	O	O	O	O
sa	B-NOM_FAC	O	O	O
chambre	I-NOM_FAC	O	O	O
pour	O	O	O	O
prier	O	O	O	O
Dieu	B-PROP_PER	O	O	O
de	O	O	O	O
la	B-PRON_PER	O	O	O
faire	O	O	O	O
aller	O	O	O	O
à	O	O	O	O
la	B-NOM_ORG	O	O	O
cour	I-NOM_ORG	O	O	O
.	O	O	O	O

Sa	B-PRON_PER	O
prière	O	O
fut	O	O
exaucée	O	O
:	O	O
les	O	O
affaires	O	O
de	O	O
Mme	B-PROP_PER	O
de	I-PROP_PER	O
La	I-PROP_PER	O
Flotte	I-PROP_PER	O
l	B-PRON_PER	O
’	O	O
ayant	O	O
appelée	O	O
à	O	O
Paris	B-PROP_GPE	O
,	O	O
elle	B-PRON_PER	O
y	B-PRON_GPE	O
amena	O	O
avec	O	O
elle	B-PRON_PER	O
l	B-NOM_PER	O
’	I-NOM_PER	O
aimable	I-NOM_PER	O
enfant	I-NOM_PER	O
,	O	O
dont	B-PRON_PER	O
les	O	O
grâces	O	O
naissantes	O	O
firent	O	O
partout	O	O
la	O	O
plus	O	O
heureuse	O	O
impression	O	O
.	O	O

Elle	B-PRON_PER	O	O	O
plut	O	O	O	O
particulièrement	O	O	O	O
à	O	O	O	O
la	B-NOM_PER	O	O	O
princesse	I-NOM_PER	O	O	O
de	I-NOM_PER	O	O	O
Conti	I-NOM_PER	O	O	O
,	O	O	O	O
Louise	B-PROP_PER	O	O	O
-	I-PROP_PER	O	O	O
Marguerite	I-PROP_PER	O	O	O
de	I-PROP_PER	O	O	O
Guise	I-PROP_PER	O	O	O
,	O	O	O	O
fille	O	B-NOM_PER	O	O
du	O	I-NOM_PER	O	O
Balafré	B-PROP_PER	I-NOM_PER	O	O
,	O	O	O	O
si	O	O	O	O
célèbre	O	O	O	O
par	O	O	O	O
sa	B-PRON_PER	O	O	O
beauté	O	O	O	O
,	O	O	O	O
son	B-PRON_PER	O	O	O
esprit	O	O	O	O
et	O	O	O	O
sa	B-PRON_PER	O	O	O
galanterie	O	O	O	O
,	O	O	O	O
la	O	B-NOM_PER	O	O
brillante	O	I-NOM_PER	O	O
maîtresse	O	I-NOM_PER	O	O
de	O	I-NOM_PER	O	O
Bassompierre	B-PROP_PER	I-NOM_PER	O	O
,	O	O	O	O
l	O	O	O	O
’	O	O	O	O
auteur	O	B-NOM_PER	O	O
des	O	I-NOM_PER	O	O
Amours	O	I-NOM_PER	O	O
du	O	I-NOM_PER	O	O
grand	O	I-NOM_PER	O	O
Alcandre	B-PROP_PER	I-NOM_PER	O	O
.	O	O	O	O

La	B-NOM_PER	O
princesse	I-NOM_PER	O
la	B-PRON_PER	O
trouva	O	O
si	O	O
jolie	O	O
,	O	O
qu	O	O
’	O	O
elle	B-PRON_PER	O
voulut	O	O
la	B-PRON_PER	O
mener	O	O
avec	O	O
elle	B-PRON_PER	O
à	O	O
la	O	O
promenade	O	O
,	O	O
et	O	O
tout	B-NOM_PER	O
le	I-NOM_PER	O
monde	I-NOM_PER	O
cherchait	O	O
à	O	O
deviner	O	O
quelle	B-NOM_PER	O
était	O	O
cette	B-NOM_PER	O
charmante	I-NOM_PER	O
personne	I-NOM_PER	O
que	B-PRON_PER	O
l	O	O
’	O	O
on	O	O
voyait	O	O
à	O	O
la	O	O
portière	O	O
de	O	O
son	B-PRON_PER	O
carrosserie	O	O
soir	O	O
,	O	O
on	O	O
ne	O	O
parla	O	O
que	O	O
de	O	O
Mme	B-PROP_PER	O
de	I-PROP_PER	O
Hautefort	I-PROP_PER	O
,	O	O
et	O	O
il	O	O
ne	O	O
fut	O	O
pas	O	O
difficile	O	O
d	O	O
’	O	O
engager	O	O
la	B-NOM_PER	O
reine	I-NOM_PER	O
-	I-NOM_PER	O
mère	I-NOM_PER	O
,	O	O
Marie	B-PROP_PER	O
