Aujourd'	B-NOM_TIME	O	O	O	O
hui	I-NOM_TIME	O	O	O	O
,	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
a	O	O	O	O	O
sept	B-NOM_TIME	O	O	O	O
ans	I-NOM_TIME	O	O	O	O
et	O	O	O	O	O
c'	O	O	O	O	O
est	O	O	O	O	O
encore	O	O	O	O	O
un	O	O	O	O	O
clair	O	O	O	O	O
matin	O	O	O	O	O
de	O	O	O	O	O
mai	B-NOM_TIME	O	O	O	O
.	O	O	O	O	O

Et	O	O	O	O	O
si	O	O	O	O	O
la	B-NOM_FAC	O	O	O	O
vieille	I-NOM_FAC	O	O	O	O
maison	I-NOM_FAC	O	O	O	O
reste	O	O	O	O	O
grise	O	O	O	O	O
et	O	O	O	O	O
triste	O	O	O	O	O
sous	O	O	O	O	O
les	O	O	O	O	O
rayons	O	O	O	O	O
du	O	O	O	O	O
frais	O	O	O	O	O
soleil	O	O	O	O	O
,	O	O	O	O	O
le	B-NOM_FAC	O	O	O	O
verger	I-NOM_FAC	O	O	O	O
brille	O	O	O	O	O
,	O	O	O	O	O
embaume	O	O	O	O	O
et	O	O	O	O	O
jette	O	O	O	O	O
au	O	O	O	O	O
vent	O	O	O	O	O
les	O	O	O	O	O
mille	O	O	O	O	O
et	O	O	O	O	O
une	O	O	O	O	O
fleurettes	O	O	O	O	O
qui	O	O	O	O	O
se	O	O	O	O	O
séparent	O	O	O	O	O
,	O	O	O	O	O
comme	O	O	O	O	O
à	O	O	O	O	O
regret	O	O	O	O	O
,	O	O	O	O	O
des	O	O	O	O	O
fruits	O	O	O	O	O
naissants	O	O	O	O	O
.	O	O	O	O	O

La	B-NOM_PER	O	O	O	O
fillette	I-NOM_PER	O	O	O	O
court	O	O	O	O	O
pieds	O	O	O	O	O
nus	O	O	O	O	O
,	O	O	O	O	O
tête	O	O	O	O	O
nue	O	O	O	O	O
,	O	O	O	O	O
bras	O	O	O	O	O
nus	O	O	O	O	O
,	O	O	O	O	O
n'	O	O	O	O	O
ayant	O	O	O	O	O
pour	O	O	O	O	O
tout	O	O	O	O	O
vêtement	O	O	O	O	O
qu'	O	O	O	O	O
une	O	O	O	O	O
souquenille	O	O	O	O	O
de	O	O	O	O	O
grosse	O	O	O	O	O
toile	O	O	O	O	O
toute	O	O	O	O	O
rongée	O	O	O	O	O
par	O	O	O	O	O
le	O	O	O	O	O
bas	O	O	O	O	O
,	O	O	O	O	O
et	O	O	O	O	O
dont	O	O	O	O	O
les	O	O	O	O	O
accrocs	O	O	O	O	O
mal	O	O	O	O	O
recousus	O	O	O	O	O
menacent	O	O	O	O	O
de	O	O	O	O	O
s'	O	O	O	O	O
ouvrir	O	O	O	O	O
,	O	O	O	O	O
au	O	O	O	O	O
moindre	O	O	O	O	O
effort	O	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
court	O	O	O	O	O
le	O	O	O	O	O
long	O	O	O	O	O
de	O	O	O	O	O
la	O	O	O	O	O
haie	O	O	O	O	O
d'	O	O	O	O	O
aubépine	O	O	O	O	O
taillée	O	O	O	O	O
à	O	O	O	O	O
hauteur	O	O	O	O	O
d'	O	O	O	O	O
homme	O	O	O	O	O
et	O	O	O	O	O
aussi	O	O	O	O	O
impénétrable	O	O	O	O	O
qu'	O	O	O	O	O
un	O	O	O	O	O
gros	O	O	O	O	O
mur	O	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
court	O	O	O	O	O
sous	O	O	O	O	O
les	O	O	O	O	O
arbres	O	O	O	O	O
,	O	O	O	O	O
les	O	O	O	O	O
contournant	O	O	O	O	O
l'	O	O	O	O	O
un	O	O	O	O	O
après	O	O	O	O	O
l'	O	O	O	O	O
autre	O	O	O	O	O
et	O	O	O	O	O
parfois	O	O	O	O	O
,	O	O	O	O	O
grimpant	O	O	O	O	O
sur	O	O	O	O	O
l'	O	O	O	O	O
une	O	O	O	O	O
des	O	O	O	O	O
grosses	O	O	O	O	O
branches	O	O	O	O	O
,	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
reste	O	O	O	O	O
là	O	O	O	O	O
,	O	O	O	O	O
perchée	O	O	O	O	O
,	O	O	O	O	O
à	O	O	O	O	O
rire	O	O	O	O	O
au	O	O	O	O	O
nez	O	O	O	O	O
du	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
qui	B-PRON_PER	O	O	O	O
s'	O	O	O	O	O
essouffle	O	O	O	O	O
en	O	O	O	O	O
des	O	O	O	O	O
bonds	O	O	O	O	O
énormes	O	O	O	O	O
et	O	O	O	O	O
pleure	O	O	O	O	O
de	O	O	O	O	O
ne	O	O	O	O	O
pouvoir	O	O	O	O	O
la	B-PRON_PER	O	O	O	O
rejoindre	O	O	O	O	O
.	O	O	O	O	O

Parfois	O	O	O	O	O
aussi	O	O	O	O	O
tout	O	O	O	O	O
en	O	O	O	O	O
courant	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
se	O	O	O	O	O
baisse	O	O	O	O	O
pour	O	O	O	O	O
ramasser	O	O	O	O	O
une	O	O	O	O	O
poignée	O	O	O	O	O
de	O	O	O	O	O
fleurettes	O	O	O	O	O
qu'	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
lance	O	O	O	O	O
adroitement	O	O	O	O	O
dans	O	O	O	O	O
la	O	O	O	O	O
gueule	O	O	O	O	O
de	O	O	O	O	O
son	B-NOM_PER	O	O	O	O
compagnon	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
rien	O	O	O	O	O
que	O	O	O	O	O
pour	O	O	O	O	O
le	B-PRON_PER	O	O	O	O
voir	O	O	O	O	O
éternuer	O	O	O	O	O
,	O	O	O	O	O
souffler	O	O	O	O	O
,	O	O	O	O	O
et	O	O	O	O	O
rejeter	O	O	O	O	O
les	O	O	O	O	O
fleurettes	O	O	O	O	O
,	O	O	O	O	O
puis	O	O	O	O	O
bondir	O	O	O	O	O
sur	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
,	O	O	O	O	O
la	B-PRON_PER	O	O	O	O
renverser	O	O	O	O	O
et	O	O	O	O	O
la	B-PRON_PER	O	O	O	O
pousser	O	O	O	O	O
du	O	O	O	O	O
museau	O	O	O	O	O
jusqu'	O	O	O	O	O
à	O	O	O	O	O
ce	O	O	O	O	O
qu'	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
soit	O	O	O	O	O
debout	O	O	O	O	O
pour	O	O	O	O	O
repartir	O	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
joue	O	O	O	O	O
sans	O	O	O	O	O
bruit	O	O	O	O	O
,	O	O	O	O	O
la	O	O	O	O	O
bouche	O	O	O	O	O
seulement	O	O	O	O	O
ouverte	O	O	O	O	O
pour	O	O	O	O	O
des	O	O	O	O	O
rires	O	O	O	O	O
muets	O	O	O	O	O
;	O	O	O	O	O
car	O	O	O	O	O
si	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
ignore	O	O	O	O	O
la	O	O	O	O	O
peur	O	O	O	O	O
de	O	O	O	O	O
rester	O	O	O	O	O
seule	O	O	O	O	O
dans	O	O	O	O	O
sa	B-NOM_FAC	O	O	O	O
maison	I-NOM_FAC	O	O	O	O
isolée	I-NOM_FAC	O	O	O	O
,	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
craint	O	O	O	O	O
les	B-NOM_PER	O	O	O	O
gamins	I-NOM_PER	O	O	O	O
qui	B-PRON_PER	O	O	O	O
rôdent	O	O	O	O	O
dans	O	O	O	O	O
les	B-NOM_LOC	O	O	O	O
champs	I-NOM_LOC	O	O	O	O
d'	I-NOM_LOC	O	O	O	O
alentour	I-NOM_LOC	O	O	O	O
et	O	O	O	O	O
viennent	O	O	O	O	O
lui	B-PRON_PER	O	O	O	O
jeter	O	O	O	O	O
des	O	O	O	O	O
pierres	O	O	O	O	O
comme	O	O	O	O	O
à	O	O	O	O	O
un	O	O	O	O	O
vilain	O	O	O	O	O
animal	O	O	O	O	O
.	O	O	O	O	O

À	O	O	O	O	O
cause	O	O	O	O	O
d'	O	O	O	O	O
eux	B-PRON_PER	O	O	O	O
,	O	O	O	O	O
depuis	O	O	O	O	O
longtemps	O	O	O	O	O
déjà	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
a	O	O	O	O	O
pris	O	O	O	O	O
l'	O	O	O	O	O
habitude	O	O	O	O	O
du	O	O	O	O	O
silence	O	O	O	O	O
.	O	O	O	O	O

Il	O	O	O	O	O
y	O	O	O	O	O
a	O	O	O	O	O
encore	O	O	O	O	O
,	O	O	O	O	O
derrière	O	O	O	O	O
la	B-NOM_FAC	O	O	O	O
maison	I-NOM_FAC	O	O	O	O
,	O	O	O	O	O
l'	O	B-NOM_LOC	O	O	O
entrée	O	I-NOM_LOC	O	O	O
du	B-NOM_FAC	I-NOM_LOC	O	O	O
potager	I-NOM_FAC	I-NOM_LOC	O	O	O
qui	O	B-PRON_LOC	O	O	O
lui	B-PRON_PER	O	O	O	O
donne	O	O	O	O	O
des	O	O	O	O	O
soucis	O	O	O	O	O
,	O	O	O	O	O
malgré	O	O	O	O	O
sa	B-PRON_LOC	O	O	O	O
large	O	O	O	O	O
et	O	O	O	O	O
forte	O	O	O	O	O
grille	O	O	O	O	O
dont	O	O	O	O	O
les	O	O	O	O	O
barreaux	O	O	O	O	O
se	O	O	O	O	O
terminent	O	O	O	O	O
en	O	O	O	O	O
lances	O	O	O	O	O
pointues	O	O	O	O	O
comme	O	O	O	O	O
des	O	O	O	O	O
fuseaux	O	O	O	O	O
.	O	O	O	O	O

Cette	B-NOM_LOC	O	O	O	O
entrée	I-NOM_LOC	O	O	O	O
-	I-NOM_LOC	O	O	O	O
là	I-NOM_LOC	O	O	O	O
fait	O	O	O	O	O
face	O	O	O	O	O
à	O	O	O	O	O
une	B-NOM_LOC	O	O	O	O
haute	I-NOM_LOC	O	O	O	O
et	I-NOM_LOC	O	O	O	O
vaste	I-NOM_LOC	O	O	O	O
sapinière	I-NOM_LOC	O	O	O	O
dont	B-PRON_LOC	O	O	O	O
on	O	O	O	O	O
ne	O	O	O	O	O
voit	O	O	O	O	O
pas	O	O	O	O	O
la	O	O	O	O	O
fin	O	O	O	O	O
.	O	O	O	O	O

Cette	O	O	O	O	O
grille	O	O	O	O	O
,	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
ne	O	O	O	O	O
l'	O	O	O	O	O
a	O	O	O	O	O
jamais	O	O	O	O	O
vue	O	O	O	O	O
ouverte	O	O	O	O	O
.	O	O	O	O	O

Cependant	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
a	O	O	O	O	O
dû	O	O	O	O	O
s'	O	O	O	O	O
ouvrir	O	O	O	O	O
autrefois	O	O	O	O	O
pour	O	O	O	O	O
laisser	O	O	O	O	O
entrer	O	O	O	O	O
et	O	O	O	O	O
sortir	O	O	O	O	O
des	B-NOM_VEH	O	O	O	O
charrettes	I-NOM_VEH	O	O	O	O
dont	B-PRON_VEH	O	O	O	O
on	O	O	O	O	O
voit	O	O	O	O	O
encore	O	O	O	O	O
la	O	O	O	O	O
trace	O	O	O	O	O
à	O	O	O	O	O
deux	O	O	O	O	O
ornières	O	O	O	O	O
qui	O	O	O	O	O
se	O	O	O	O	O
perdent	O	O	O	O	O
au	O	O	O	O	O
loin	O	O	O	O	O
,	O	O	O	O	O
entre	O	O	O	O	O
les	O	O	O	O	O
sapins	O	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
ne	O	O	O	O	O
joue	O	O	O	O	O
plus	O	O	O	O	O
de	O	O	O	O	O
ce	O	O	O	O	O
côté	O	O	O	O	O
depuis	O	O	O	O	O
qu'	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
a	O	O	O	O	O
vu	O	O	O	O	O
un	B-NOM_PER	O	O	O	O
homme	I-NOM_PER	O	O	O	O
à	I-NOM_PER	O	O	O	O
besace	I-NOM_PER	O	O	O	O
s'	O	O	O	O	O
acharner	O	O	O	O	O
contre	O	O	O	O	O
la	O	O	O	O	O
serrure	O	O	O	O	O
massive	O	O	O	O	O
et	O	O	O	O	O
rouillée	O	O	O	O	O
,	O	O	O	O	O
et	O	O	O	O	O
cela	O	O	O	O	O
sans	O	O	O	O	O
s'	O	O	O	O	O
inquiéter	O	O	O	O	O
des	O	O	O	O	O
aboiements	O	O	O	O	O
furieux	O	O	O	O	O
du	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
qui	O	O	O	O	O
disaient	O	O	O	O	O
clairement	O	O	O	O	O
que	O	O	O	O	O
personne	B-PRON_PER	O	O	O	O
n'	O	O	O	O	O
avait	O	O	O	O	O
le	O	O	O	O	O
droit	O	O	O	O	O
d'	O	O	O	O	O
entrer	O	O	O	O	O
par	O	O	O	O	O
là	O	O	O	O	O
.	O	O	O	O	O

La	O	O	O	O	O
serrure	O	O	O	O	O
avait	O	O	O	O	O
résisté	O	O	O	O	O
,	O	O	O	O	O
mais	O	O	O	O	O
l'	B-NOM_PER	O	O	O	O
homme	I-NOM_PER	O	O	O	O
était	O	O	O	O	O
parti	O	O	O	O	O
avec	O	O	O	O	O
des	O	O	O	O	O
jurons	O	O	O	O	O
et	O	O	O	O	O
des	O	O	O	O	O
menaces	O	O	O	O	O
qui	O	O	O	O	O
avaient	O	O	O	O	O
épouvanté	O	O	O	O	O
l'	B-NOM_PER	O	O	O	O
enfant	I-NOM_PER	O	O	O	O
et	O	O	O	O	O
la	B-PRON_PER	O	O	O	O
laissaient	O	O	O	O	O
sous	O	O	O	O	O
la	O	O	O	O	O
crainte	O	O	O	O	O
constante	O	O	O	O	O
d'	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
ne	O	O	O	O	O
savait	O	O	O	O	O
quel	O	O	O	O	O
danger	O	O	O	O	O
.	O	O	O	O	O

Et	O	O	O	O	O
voici	O	O	O	O	O
qu'	O	O	O	O	O
à	O	O	O	O	O
l'	B-NOM_TIME	O	O	O	O
instant	I-NOM_TIME	O	O	O	O
même	O	O	O	O	O
où	B-PRON_TIME	O	O	O	O
elle	B-PRON_PER	O	O	O	O
y	O	O	O	O	O
pensait	O	O	O	O	O
,	O	O	O	O	O
et	O	O	O	O	O
sans	O	O	O	O	O
qu'	O	O	O	O	O
aucun	O	O	O	O	O
bruit	O	O	O	O	O
de	O	O	O	O	O
la	O	O	O	O	O
grille	O	O	O	O	O
ne	O	O	O	O	O
l'	B-NOM_PER	O	O	O	O
eut	O	O	O	O	O
avertie	O	O	O	O	O
,	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
apercevait	O	O	O	O	O
tout	O	O	O	O	O
à	O	O	O	O	O
coup	O	O	O	O	O
,	O	O	O	O	O
venant	O	O	O	O	O
du	B-NOM_FAC	O	O	O	O
potager	I-NOM_FAC	O	O	O	O
,	O	O	O	O	O
un	B-NOM_PER	O	O	O	O
jeune	I-NOM_PER	O	O	O	O
garçon	I-NOM_PER	O	O	O	O
qui	B-PRON_PER	O	O	O	O
s'	O	O	O	O	O
avançait	O	O	O	O	O
en	O	O	O	O	O
lui	B-PRON_PER	O	O	O	O
souriant	O	O	O	O	O
comme	O	O	O	O	O
à	O	O	O	O	O
une	B-NOM_PER	O	O	O	O
amie	I-NOM_PER	O	O	O	O
de	I-NOM_PER	O	O	O	O
toujours	I-NOM_PER	O	O	O	O
.	O	O	O	O	O

Le	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
lancé	O	O	O	O	O
pour	O	O	O	O	O
une	O	O	O	O	O
nouvelle	O	O	O	O	O
course	O	O	O	O	O
,	O	O	O	O	O
s'	O	O	O	O	O
arrêta	O	O	O	O	O
net	O	O	O	O	O
et	O	O	O	O	O
gronda	O	O	O	O	O
;	O	O	O	O	O
mais	O	O	O	O	O
il	B-PRON_PER	O	O	O	O
s'	O	O	O	O	O
apaisa	O	O	O	O	O
vite	O	O	O	O	O
;	O	O	O	O	O
sa	B-PRON_PER	O	O	O	O
petite	O	O	O	O	O
maîtresse	O	O	O	O	O
,	O	O	O	O	O
comme	O	O	O	O	O
attirée	O	O	O	O	O
par	O	O	O	O	O
le	O	O	O	O	O
sourire	O	O	O	O	O
joyeux	O	O	O	O	O
de	O	O	O	O	O
l'	B-NOM_PER	O	O	O	O
arrivant	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
marchait	O	O	O	O	O
lentement	O	O	O	O	O
à	O	O	O	O	O
sa	B-PRON_PER	O	O	O	O
rencontre	O	O	O	O	O
.	O	O	O	O	O

—	O	O	O	O	O
Tu	B-PRON_PER	O	O	O	O
es	O	O	O	O	O
donc	O	O	O	O	O
toute	O	O	O	O	O
seule	O	O	O	O	O
avec	O	O	O	O	O
lui	B-PRON_PER	O	O	O	O
?	O	O	O	O	O

demanda	O	O	O	O	O
le	B-NOM_PER	O	O	O	O
jeune	I-NOM_PER	O	O	O	O
garçon	I-NOM_PER	O	O	O	O
en	O	O	O	O	O
désignant	O	O	O	O	O
le	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
.	O	O	O	O	O

—	O	O	O	O	O
Oui	O	O	O	O	O
,	O	O	O	O	O
dit	O	O	O	O	O
la	B-NOM_PER	O	O	O	O
petite	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
il	B-PRON_PER	O	O	O	O
joue	O	O	O	O	O
avec	O	O	O	O	O
moi	B-PRON_PER	O	O	O	O
et	O	O	O	O	O
il	B-PRON_PER	O	O	O	O
n'	O	O	O	O	O
est	O	O	O	O	O
pas	O	O	O	O	O
méchant	O	O	O	O	O
.	O	O	O	O	O

—	O	O	O	O	O
J'	B-PRON_PER	O	O	O	O
ai	O	O	O	O	O
bien	O	O	O	O	O
vu	O	O	O	O	O
qu'	O	O	O	O	O
il	B-PRON_PER	O	O	O	O
n'	O	O	O	O	O
était	O	O	O	O	O
pas	O	O	O	O	O
méchant	O	O	O	O	O
,	O	O	O	O	O
reprit	O	O	O	O	O
le	B-NOM_PER	O	O	O	O
garçon	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
et	O	O	O	O	O
j'	B-PRON_PER	O	O	O	O
ai	O	O	O	O	O
sauté	O	O	O	O	O
par	O	O	O	O	O
-	O	O	O	O	O
dessus	O	O	O	O	O
la	O	O	O	O	O
grille	O	O	O	O	O
pour	O	O	O	O	O
venir	O	O	O	O	O
jouer	O	O	O	O	O
avec	O	O	O	O	O
vous	B-PRON_PER	O	O	O	O
deux	I-PRON_PER	O	O	O	O
.	O	O	O	O	O

Et	O	O	O	O	O
comme	O	O	O	O	O
si	O	O	O	O	O
cela	O	O	O	O	O
eût	O	O	O	O	O
été	O	O	O	O	O
une	O	O	O	O	O
chose	O	O	O	O	O
convenue	O	O	O	O	O
depuis	O	O	O	O	O
longtemps	O	O	O	O	O
,	O	O	O	O	O
les	B-NOM_PER	O	O	O	O
deux	I-NOM_PER	O	O	O	O
enfants	I-NOM_PER	O	O	O	O
se	O	O	O	O	O
prirent	O	O	O	O	O
par	O	O	O	O	O
la	O	O	O	O	O
main	O	O	O	O	O
et	O	O	O	O	O
se	O	O	O	O	O
mirent	O	O	O	O	O
à	O	O	O	O	O
courir	O	O	O	O	O
de	O	O	O	O	O
toutes	O	O	O	O	O
leurs	O	O	O	O	O
forces	O	O	O	O	O
,	O	O	O	O	O
suivis	O	O	O	O	O
du	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
qui	B-PRON_PER	O	O	O	O
les	B-PRON_PER	O	O	O	O
dépassait	O	O	O	O	O
,	O	O	O	O	O
revenait	O	O	O	O	O
en	O	O	O	O	O
aboyant	O	O	O	O	O
,	O	O	O	O	O
manquait	O	O	O	O	O
de	O	O	O	O	O
les	B-PRON_PER	O	O	O	O
faire	O	O	O	O	O
tomber	O	O	O	O	O
,	O	O	O	O	O
et	O	O	O	O	O
repartait	O	O	O	O	O
pour	O	O	O	O	O
revenir	O	O	O	O	O
encore	O	O	O	O	O
.	O	O	O	O	O

À	O	O	O	O	O
bout	O	O	O	O	O
de	O	O	O	O	O
souffle	O	O	O	O	O
,	O	O	O	O	O
ils	B-PRON_PER	O	O	O	O
s'	O	O	O	O	O
arrêtèrent	O	O	O	O	O
enfin	O	O	O	O	O
.	O	O	O	O	O

Assis	O	O	O	O	O
près	O	O	O	O	O
des	O	O	O	O	O
pommiers	O	O	O	O	O
dont	O	O	O	O	O
les	O	O	O	O	O
fleurs	O	O	O	O	O
tournoyaient	O	O	O	O	O
au	O	O	O	O	O
-	O	O	O	O	O
dessus	O	O	O	O	O
de	O	O	O	O	O
leurs	O	O	O	O	O
têtes	O	O	O	O	O
comme	O	O	O	O	O
de	O	O	O	O	O
fins	O	O	O	O	O
papillons	O	O	O	O	O
,	O	O	O	O	O
ils	B-PRON_PER	O	O	O	O
jouaient	O	O	O	O	O
à	O	O	O	O	O
les	O	O	O	O	O
attraper	O	O	O	O	O
.	O	O	O	O	O

Puis	O	O	O	O	O
,	O	O	O	O	O
subitement	O	O	O	O	O
lassé	O	O	O	O	O
de	O	O	O	O	O
ce	O	O	O	O	O
jeu	O	O	O	O	O
,	O	O	O	O	O
le	B-NOM_PER	O	O	O	O
garçon	I-NOM_PER	O	O	O	O
posa	O	O	O	O	O
des	O	O	O	O	O
questions	O	O	O	O	O
précises	O	O	O	O	O
.	O	O	O	O	O

«	O	O	O	O	O
Pourquoi	O	O	O	O	O
était	O	O	O	O	O
-	B-PRON_PER	O	O	O	O
elle	I-PRON_PER	O	O	O	O
seule	O	O	O	O	O
à	O	O	O	O	O
la	B-NOM_FAC	O	O	O	O
maison	I-NOM_FAC	O	O	O	O
?	O	O	O	O	O

Comment	O	O	O	O	O
s'	O	O	O	O	O
appelait	O	O	O	O	O
-	B-PRON_PER	O	O	O	O
elle	I-PRON_PER	O	O	O	O
?	O	O	O	O	O

Et	O	O	O	O	O
son	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
comment	O	O	O	O	O
s'	O	O	O	O	O
appelait	O	O	O	O	O
-	B-PRON_PER	O	O	O	O
il	I-PRON_PER	O	O	O	O
?	O	O	O	O	O

Et	O	O	O	O	O
ses	B-NOM_PER	O	O	O	O
parents	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
où	O	O	O	O	O
étaient	O	O	O	O	O
-	B-PRON_PER	O	O	O	O
ils	I-PRON_PER	O	O	O	O
?	O	O	O	O	O

Les	O	O	O	O	O
réponses	O	O	O	O	O
étaient	O	O	O	O	O
faciles	O	O	O	O	O
et	O	O	O	O	O
la	B-NOM_PER	O	O	O	O
petite	I-NOM_PER	O	O	O	O
les	O	O	O	O	O
faisait	O	O	O	O	O
au	O	O	O	O	O
fur	O	O	O	O	O
et	O	O	O	O	O
à	O	O	O	O	O
mesure	O	O	O	O	O
des	O	O	O	O	O
demandes	O	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
était	O	O	O	O	O
seule	O	O	O	O	O
parce	O	O	O	O	O
que	O	O	O	O	O
son	B-NOM_PER	O	O	O	O
grand	I-NOM_PER	O	O	O	O
-	I-NOM_PER	O	O	O	O
père	I-NOM_PER	O	O	O	O
travaillait	O	O	O	O	O
loin	O	O	O	O	O
du	B-NOM_FAC	O	O	O	O
verger	I-NOM_FAC	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
s'	O	O	O	O	O
appelait	O	O	O	O	O
Douce	B-PROP_PER	O	O	O	O
et	O	O	O	O	O
son	B-NOM_PER	O	O	O	O
chien	I-NOM_PER	O	O	O	O
s'	O	O	O	O	O
appelait	O	O	O	O	O
Tou	B-PROP_PER	O	O	O	O
.	O	O	O	O	O

Elle	B-PRON_PER	O	O	O	O
n'	O	O	O	O	O
avait	O	O	O	O	O
pas	O	O	O	O	O
de	O	O	O	O	O
parents	O	O	O	O	O
parce	O	O	O	O	O
qu'	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
était	O	O	O	O	O
née	O	O	O	O	O
sans	O	O	O	O	O
père	O	O	O	O	O
ni	O	O	O	O	O
mère	O	O	O	O	O
.	O	O	O	O	O

Et	O	O	O	O	O
pour	O	O	O	O	O
s'	O	O	O	O	O
excuser	O	O	O	O	O
de	O	O	O	O	O
n'	O	O	O	O	O
être	O	O	O	O	O
pas	O	O	O	O	O
semblable	O	O	O	O	O
aux	B-NOM_PER	O	O	O	O
autres	I-NOM_PER	O	O	O	O
enfants	I-NOM_PER	O	O	O	O
,	O	O	O	O	O
elle	B-PRON_PER	O	O	O	O
ajouta	O	O	O	O	O
très	O	O	O	O	O
vite	O	O	O	O	O
:	O	O	O	O	O

—	O	O	O	O	O
Tou	B-PROP_PER	O	O	O	O
aussi	O	O	O	O	O
est	O	O	O	O	O
né	O	O	O	O	O
sans	O	O	O	O	O
père	O	O	O	O	O
ni	O	O	O	O	O
mère	O	O	O	O	O
.	O	O	O	O	O

Je	B-PRON_PER	O	O	O	O
l'	B-NOM_PER	O	O	O	O
ai	O	O	O	O	O
trouvé	O	O	O	O	O
dans	O	O	O	O	O
le	O	O	O	O	O
bois	O	O	O	O	O
,	O	O	O	O	O
sur	O	O	O	O	O
la	O	O	O	O	O
mousse	O	O	O	O	O
.	O	O	O	O	O

Mère	B-NOM_PER	O	O	O	O
Clarisse	I-NOM_PER	O	O	O	O
a	O	O	O	O	O
dit	O	O	O	O	O
qu'	O	O	O	O	O
il	B-PRON_PER	O	O	O	O
était	O	O	O	O	O
tout	O	O	O	O	O
