’	O	O
onction	O	O
de	O	O
la	O	O
paume	O	O
des	O	O
mains	O	O
avec	O	O
l	O	O
’	O	O
huile	O	O
des	O	O
catéchumènes	B-NOM_PER	O
,	O	O
et	O	O
enfin	O	O
le	O	O
saint	O	O
sacrifice	O	O
offert	O	O
de	O	O
concert	O	O
avec	O	O
l	B-NOM_PER	O
’	I-NOM_PER	O
évêque	I-NOM_PER	O
.	O	O

Je	B-PRON_PER	O
ne	O	O
m	O	O
’	O	O
appesantirai	O	O
pas	O	O
sur	O	O
cela	O	O
.	O	O

que	O	O
Job	B-PROP_PER	O
a	O	O
raison	O	O
,	O	O
et	O	O
que	O	O
celui	O	O
-	O	O
là	O	O
est	O	O
imprudent	O	O
qui	O	O
ne	O	O
conclut	O	O
pas	O	O
un	O	O
pacte	O	O
avec	O	O
ses	O	O
yeux	O	O
!	O	O

Je	B-PRON_PER	O
levai	O	O
par	O	O
hasard	O	O
ma	B-PRON_PER	O
tête	O	O
,	O	O
que	O	O
j	B-PRON_PER	O
’	O	O
avais	O	O
jusque	O	O
-	O	O
là	O	O
tenue	O	O
inclinée	O	O
,	O	O
et	O	O
j	B-PRON_PER	O
’	O	O
aperçus	O	O
devant	O	O
moi	B-PRON_PER	O
,	O	O
si	O	O
près	O	O
que	O	O
j	B-PRON_PER	O
’	O	O
aurais	O	O
pu	O	O
la	B-PRON_PER	O
toucher	O	O
,	O	O
quoique	O	O
en	O	O
réalité	O	O
elle	B-PRON_PER	O
fût	O	O
à	O	O
une	O	O
assez	O	O
grande	O	O
distance	O	O
et	O	O
de	O	O
l	O	O
’	O	O
autre	O	O
côté	O	O
de	O	O
la	O	O
balustrade	O	O
,	O	O
une	B-NOM_PER	O
jeune	I-NOM_PER	O
femme	I-NOM_PER	O
d	I-NOM_PER	O
’	I-NOM_PER	O
une	I-NOM_PER	O
beauté	I-NOM_PER	O
rare	I-NOM_PER	O
et	O	O
vêtue	O	O
avec	O	O
une	O	O
magnificence	O	O
royale	O	O
.	O	O

J	B-PRON_PER	O
’	O	O
éprouvai	O	O
la	O	O
sensation	O	O
d	O	O
’	O	O
un	B-NOM_PER	O
aveugle	I-NOM_PER	O
qui	B-PRON_PER	O
recouvrerait	O	O
subitement	O	O
la	O	O
vue	O	O
.	O	O

L	B-NOM_PER	O
’	I-NOM_PER	O
évêque	I-NOM_PER	O
,	O	O
si	O	O
rayonnant	O	O
tout	O	O
à	O	O
l	O	O
’	O	O
heure	O	O
,	O	O
s	O	O
’	O	O
éteignit	O	O
tout	O	O
à	O	O
coup	O	O
,	O	O
les	B-NOM_PER	O
cierges	I-NOM_PER	O
pâlirent	O	O
sur	O	O
leurs	B-PRON_PER	O
chandeliers	O	O
d	O	O
’	O	O
or	O	O
comme	O	O
les	O	O
étoiles	O	O
au	O	O
matin	O	O
,	O	O
et	O	O
il	O	O
se	O	O
fit	O	O
par	O	O
toute	O	O
l	O	O
’	O	O
église	O	O
une	O	O
complète	O	O
obscurité	O	O
.	O	O

La	B-NOM_PER	O
charmante	I-NOM_PER	O
créature	I-NOM_PER	O
se	O	O
détachait	O	O
sur	O	O
ce	O	O
fond	O	O
d	O	O
’	O	O
ombre	O	O
comme	O	O
une	O	O
révélation	O	O
angélique	O	O
;	O	O
elle	B-PRON_PER	O
semblait	O	O
éclairée	O	O
d	O	O
’	O	O
elle	B-PRON_PER	O
-	I-PRON_PER	O
même	I-PRON_PER	O
et	O	O
donner	O	O
le	O	O
jour	O	O
plutôt	O	O
que	O	O
le	O	O
recevoir	O	O
.	O	O

Je	B-PRON_PER	O
baissai	O	O
la	O	O
paupière	O	O
,	O	O
bien	O	O
résolu	O	O
à	O	O
ne	O	O
plus	O	O
la	O	O
relever	O	O
pour	O	O
me	O	O
soustraire	O	O
à	O	O
l	O	O
’	O	O
influence	O	O
des	O	O
objets	O	O
extérieurs	O	O
;	O	O
car	O	O
la	O	O
distraction	O	O
m	O	O
’	O	O
envahissait	O	O
de	O	O
plus	O	O
en	O	O
plus	O	O
,	O	O
et	O	O
je	B-PRON_PER	O
savais	O	O
à	O	O
peine	O	O
ce	O	O
que	O	O
je	B-PRON_PER	O
faisais	O	O
.	O	O

Une	O	O
minute	O	O
après	O	O
,	O	O
je	B-PRON_PER	O
rouvris	O	O
les	O	O
yeux	O	O
,	O	O
car	O	O
à	O	O
travers	O	O
mes	O	O
cils	O	O
je	B-PRON_PER	O
la	B-PRON_PER	O
voyais	O	O
étincelante	O	O
des	O	O
couleurs	O	O
du	O	O
prisme	O	O
,	O	O
et	O	O
dans	O	O
une	O	O
pénombre	O	O
pourprée	O	O
comme	O	O
lorsqu	O	O
’	O	O
on	O	O
regarde	O	O
le	O	O
soleil	O	O
.	O	O

comme	O	O
elle	B-PRON_PER	O
était	O	O
belle	O	O
!	O	O

Les	B-NOM_PER	O
plus	I-NOM_PER	O
grands	I-NOM_PER	O
peintres	I-NOM_PER	O
,	O	O
lorsque	O	O
,	O	O
poursuivant	O	O
dans	O	O
le	O	O
ciel	O	O
la	O	O
beauté	O	O
idéale	O	O
,	O	O
ils	B-PRON_PER	O
ont	O	O
rapporté	O	O
sur	O	O
la	O	O
terre	O	O
le	O	O
divin	O	O
portrait	O	O
de	O	O
la	B-NOM_PER	O
Madone	I-NOM_PER	O
,	O	O
n	O	O
’	O	O
approchent	O	O
même	O	O
pas	O	O
de	O	O
cette	O	O
fabuleuse	O	O
réalité	O	O
.	O	O

Ni	O	O
les	O	O
vers	O	O
du	B-NOM_PER	O
poète	I-NOM_PER	O
ni	O	O
la	O	O
palette	O	O
du	B-NOM_PER	O
peintre	I-NOM_PER	O
n	O	O
’	O	O
en	O	O
peuvent	O	O
donner	O	O
une	O	O
idée	O	O
.	O	O

Elle	B-PRON_PER	O
était	O	O
assez	O	O
grande	O	O
,	O	O
avec	O	O
une	O	O
taille	O	O
et	O	O
un	O	O
port	O	O
de	O	O
déesse	B-NOM_PER	O
;	O	O
ses	B-PRON_PER	O
cheveux	O	O
,	O	O
d	O	O
’	O	O
un	O	O
blond	O	O
doux	O	O
,	O	O
se	O	O
séparaient	O	O
sur	O	O
le	O	O
haut	O	O
de	O	O
sa	B-PRON_PER	O
tête	O	O
et	O	O
coulaient	O	O
sur	O	O
ses	B-PRON_PER	O
tempes	O	O
comme	O	O
deux	O	O
fleuves	O	O
d	O	O
’	O	O
or	O	O
;	O	O
on	O	O
aurait	O	O
dit	O	O
une	B-NOM_PER	O
reine	I-NOM_PER	O
avec	O	O
son	B-PRON_PER	O
diadème	O	O
;	O	O
son	B-PRON_PER	O
front	O	O
,	O	O
d	O	O
’	O	O
une	O	O
blancheur	O	O
bleuâtre	O	O
et	O	O
transparente	O	O
,	O	O
s	O	O
’	O	O
étendait	O	O
large	O	O
et	O	O
serein	O	O
sur	O	O
les	O	O
arcs	O	O
de	O	O
deux	O	O
cils	O	O
presque	O	O
bruns	O	O
,	O	O
singularité	O	O
qui	O	O
ajoutait	O	O
encore	O	O
à	O	O
l	O	O
’	O	O
effet	O	O
de	O	O
prunelles	O	O
vert	O	O
de	O	O
mer	O	O
d	O	O
’	O	O
une	O	O
vivacité	O	O
et	O	O
d	O	O
’	O	O
un	O	O
éclat	O	O
insoutenables	O	O
.	O	O

avec	O	O
un	O	O
éclair	O	O
ils	O	O
décidaient	O	O
de	O	O
la	O	O
destinée	O	O
d	O	O
’	O	O
un	B-NOM_PER	O
homme	I-NOM_PER	O
;	O	O
ils	O	O
avaient	O	O
une	O	O
vie	O	O
,	O	O
une	O	O
limpidité	O	O
,	O	O
une	O	O
ardeur	O	O
,	O	O
une	O	O
humidité	O	O
brillante	O	O
que	O	O
je	B-PRON_PER	O
n	O	O
’	O	O
ai	O	O
jamais	O	O
vues	O	O
à	O	O
un	O	O
œil	O	O
humain	O	O
;	O	O
il	O	O
s	O	O
’	O	O
en	O	O
échappait	O	O
des	O	O
rayons	O	O
pareils	O	O
à	O	O
des	O	O
flèches	O	O
et	O	O
que	O	O
je	B-PRON_PER	O
voyais	O	O
distinctement	O	O
aboutir	O	O
à	O	O
mon	B-PRON_PER	O
cœur	O	O
.	O	O

Je	B-PRON_PER	O
ne	O	O
sais	O	O
si	O	O
la	O	O
flamme	O	O
qui	O	O
les	O	O
illuminait	O	O
venait	O	O
du	O	O
ciel	O	O
ou	O	O
de	O	O
l	O	O
’	O	O
enfer	O	O
,	O	O
mais	O	O
à	O	O
coup	O	O
sûr	O	O
elle	B-PRON_PER	O
venait	O	O
de	O	O
l	O	O
’	O	O
un	O	O
ou	O	O
de	O	O
l	O	O
’	O	O
autre	O	O
.	O	O

Cette	B-NOM_PER	O
femme	I-NOM_PER	O
était	O	O
un	B-NOM_PER	O
ange	I-NOM_PER	O
ou	O	O
un	B-NOM_PER	O
démon	I-NOM_PER	O
,	O	O
et	O	O
peut	O	O
-	O	O
être	O	O
tous	B-PRON_PER	O
les	I-PRON_PER	O
deux	I-PRON_PER	O
;	O	O
elle	B-PRON_PER	O
ne	O	O
sortait	O	O
certainement	O	O
pas	O	O
du	O	O
flanc	O	O
d	O	O
’	O	O
Ève	B-PROP_PER	O
,	I-PROP_PER	O
la	I-PROP_PER	O
mère	I-PROP_PER	O
commune	I-PROP_PER	O
.	O	O

Des	O	O
dents	O	O
du	O	O
plus	O	O
bel	O	O
orient	O	O
scintillaient	O	O
dans	O	O
son	B-PRON_PER	O
rouge	O	O
sourire	O	O
,	O	O
et	O	O
de	O	O
petites	O	O
fossettes	O	O
se	O	O
creusaient	O	O
à	O	O
chaque	O	O
inflexion	O	O
de	O	O
sa	B-PRON_PER	O
bouche	O	O
dans	O	O
le	O	O
satin	O	O
rose	O	O
de	O	O
ses	B-PRON_PER	O
adorables	O	O
joues	O	O
.	O	O

Pour	O	O
son	B-PRON_PER	O
nez	O	O
,	O	O
il	O	O
était	O	O
d	O	O
’	O	O
une	O	O
finesse	O	O
et	O	O
d	O	O
’	O	O
une	O	O
fierté	O	O
toute	O	O
royale	O	O
,	O	O
et	O	O
décelait	O	O
la	O	O
plus	O	O
noble	O	O
origine	O	O
.	O	O

Des	O	O
luisants	O	O
d	O	O
’	O	O
agate	O	O
jouaient	O	O
sur	O	O
la	O	O
peau	O	O
unie	O	O
et	O	O
lustrée	O	O
de	O	O
ses	B-PRON_PER	O
épaules	O	O
à	O	O
demi	O	O
découvertes	O	O
,	O	O
et	O	O
des	O	O
rangs	O	O
de	O	O
grosses	O	O
perles	O	O
blondes	O	O
,	O	O
d	O	O
’	O	O
un	O	O
ton	O	O
presque	O	O
semblable	O	O
à	O	O
son	B-PRON_PER	O
cou	O	O
,	O	O
lui	B-PRON_PER	O
descendaient	O	O
sur	O	O
la	O	O
poitrine	O	O
.	O	O

De	O	O
temps	O	O
en	O	O
temps	O	O
elle	B-PRON_PER	O
redressait	O	O
sa	B-PRON_PER	O
tête	O	O
avec	O	O
un	O	O
mouvement	O	O
onduleux	O	O
de	O	O
couleuvre	O	O
ou	O	O
de	O	O
paon	O	O
qui	O	O
se	O	O
rengorge	O	O
,	O	O
et	O	O
imprimait	O	O
un	O	O
léger	O	O
frisson	O	O
à	O	O
la	O	O
haute	O	O
fraise	O	O
brodée	O	O
à	O	O
jour	O	O
qui	O	O
l	O	O
’	O	O
entourait	O	O
comme	O	O
un	O	O
treillis	O	O
d	O	O
’	O	O
argent	O	O
.	O	O

Elle	B-PRON_PER	O
portait	O	O
une	O	O
robe	O	O
de	O	O
velours	O	O
nacarat	O	O
,	O	O
et	O	O
de	O	O
ses	B-PRON_PER	O
larges	O	O
manches	O	O
doublées	O	O
d	O	O
’	O	O
hermine	O	O
sortaient	O	O
des	O	O
mains	O	O
patriciennes	O	O
d	O	O
’	O	O
une	O	O
délicatesse	O	O
infinie	O	O
,	O	O
aux	O	O
doigts	O	O
longs	O	O
et	O	O
potelés	O	O
,	O	O
et	O	O
d	O	O
’	O	O
une	O	O
si	O	O
idéale	O	O
transparence	O	O
qu	O	O
’	O	O
ils	O	O
laissaient	O	O
passer	O	O
le	O	O
jour	O	O
comme	O	O
ceux	O	O
de	O	O
l	O	O
’	O	O
Aurore	O	O
.	O	O

Tous	O	O
ces	O	O
détails	O	O
me	O	O
sont	O	O
encore	O	O
aussi	O	O
présents	O	O
que	O	O
s	O	O
’	O	O
ils	O	O
dataient	O	O
d	O	O
’	O	O
hier	O	O
,	O	O
et	O	O
,	O	O
quoique	O	O
je	B-PRON_PER	O
fusse	O	O
dans	O	O
un	O	O
trouble	O	O
extrême	O	O
,	O	O
rien	O	O
ne	O	O
m	O	O
’	O	O
échappait	O	O
:	O	O
la	O	O
plus	O	O
légère	O	O
nuance	O	O
,	O	O
le	O	O
petit	O	O
point	O	O
noir	O	O
au	O	O
coin	O	O
du	O	O
menton	O	O
,	O	O
l	O	O
’	O	O
imperceptible	O	O
duvet	O	O
aux	O	O
commissures	O	O
des	O	O
lèvres	O	O
,	O	O
le	O	O
velouté	O	O
du	O	O
front	O	O
,	O	O
l	O	O
’	O	O
ombre	O	O
tremblante	O	O
des	O	O
cils	O	O
sur	O	O
les	O	O
joues	O	O
,	O	O
je	B-PRON_PER	O
saisissais	O	O
tout	O	O
avec	O	O
une	O	O
lucidité	O	O
étonnante	O	O
.	O	O

À	O	O
mesure	O	O
que	O	O
je	B-PRON_PER	O
la	B-PRON_PER	O
regardais	O	O
,	O	O
je	B-PRON_PER	O
sentais	O	O
s	O	O
’	O	O
ouvrir	O	O
dans	O	O
moi	B-PRON_PER	O
des	O	O
portes	O	O
qui	O	O
jusqu	O	O
’	O	O
alors	O	O
avaient	O	O
été	O	O
fermées	O	O
;	O	O
des	O	O
soupiraux	O	O
obstrués	O	O
se	O	O
débouchaient	O	O
dans	O	O
tous	O	O
les	O	O
sens	O	O
et	O	O
laissaient	O	O
entrevoir	O	O
des	O	O
perspectives	O	O
inconnues	O	O
;	O	O
la	O	O
vie	O	O
m	O	O
’	O	O
apparaissait	O	O
sous	O	O
un	O	O
aspect	O	O
tout	O	O
autre	O	O
